model	language	task	perturbation	probing_location	dev_acc	test_acc
mBERT	Norwegian_Nynorsk	number_adj		last	97.3	96.15
mBERT	Norwegian_Nynorsk	number_adj	mBERT-char	first	69.95	68.7
mBERT	Norwegian_Nynorsk	number_adj	mBERT-char	last	93.25	86.8
mBERT	Norwegian_Nynorsk	number_adj	mBERT-rand-char	first	51.8	48.75
mBERT	Norwegian_Nynorsk	number_adj	mBERT-rand-char	last	92.5	83.25
mBERT	Norwegian_Nynorsk	number_adj	mBERT-rand-subw	first	56.35	51.05
mBERT	Norwegian_Nynorsk	number_adj	mBERT-rand-subw	last	80.55	76.0
mBERT	Norwegian_Nynorsk	number_noun		first	88.8	84.8
mBERT	Norwegian_Nynorsk	number_noun		last	93.55	93.15
mBERT	Norwegian_Nynorsk	number_noun	mBERT-char	first	61.45	58.25
mBERT	Norwegian_Nynorsk	number_noun	mBERT-char	last	84.05	87.7
mBERT	Norwegian_Nynorsk	number_noun	mBERT-rand-char	first	52.25	45.75
mBERT	Norwegian_Nynorsk	number_noun	mBERT-rand-char	last	78.8	81.75
mBERT	Norwegian_Nynorsk	number_noun	mBERT-rand-subw	first	56.45	51.25
mBERT	Norwegian_Nynorsk	number_noun	mBERT-rand-subw	last	78.45	77.15
mBERT	Norwegian_Nynorsk	tense_verb		first	85.9	85.45
mBERT	Norwegian_Nynorsk	tense_verb		last	97.15	94.8
mBERT	Norwegian_Nynorsk	tense_verb	mBERT-char	first	77.6	75.85
mBERT	Norwegian_Nynorsk	tense_verb	mBERT-char	last	94.0	91.1
mBERT	Norwegian_Nynorsk	tense_verb	mBERT-rand-char	first	51.95	54.1
mBERT	Norwegian_Nynorsk	tense_verb	mBERT-rand-char	last	91.65	87.75
mBERT	Norwegian_Nynorsk	tense_verb	mBERT-rand-subw	first	51.85	49.7
mBERT	Norwegian_Nynorsk	tense_verb	mBERT-rand-subw	last	87.65	83.95
mBERT	Norwegian_Nynorsk	verbform_verb		first	91.25	86.2189054726368
mBERT	Norwegian_Nynorsk	verbform_verb		last	97.0	91.7412935323383
mBERT	Norwegian_Nynorsk	verbform_verb	mBERT-char	first	69.2	68.40796019900498
mBERT	Norwegian_Nynorsk	verbform_verb	mBERT-char	last	90.35	79.55223880597016
mBERT	Norwegian_Nynorsk	verbform_verb	mBERT-rand-char	first	44.2	46.01990049751244
mBERT	Norwegian_Nynorsk	verbform_verb	mBERT-rand-char	last	76.1	69.75124378109453
mBERT	Norwegian_Nynorsk	verbform_verb	mBERT-rand-subw	first	48.45	44.129353233830855
mBERT	Norwegian_Nynorsk	verbform_verb	mBERT-rand-subw	last	71.15	62.28855721393036
mBERT	Persian	number_noun		first	94.05	91.05
mBERT	Persian	number_noun		last	96.3	95.65
mBERT	Persian	number_noun	mBERT-char	first	65.75	65.55
mBERT	Persian	number_noun	mBERT-char	last	88.3	89.55
mBERT	Persian	number_noun	mBERT-rand-char	first	51.9	53.05
mBERT	Persian	number_noun	mBERT-rand-char	last	73.5	75.3
mBERT	Persian	number_noun	mBERT-rand-subw	first	57.8	53.45
mBERT	Persian	number_noun	mBERT-rand-subw	last	88.2	83.05
mBERT	Polish	animacy_adj		first	85.85	89.15
mBERT	Polish	animacy_adj		last	94.8	96.3
mBERT	Polish	animacy_adj	mBERT-char	first	63.2	63.3
mBERT	Polish	animacy_adj	mBERT-char	last	69.15	79.65
mBERT	Polish	animacy_adj	mBERT-rand-char	first	56.8	59.45
mBERT	Polish	animacy_adj	mBERT-rand-char	last	61.4	67.6
mBERT	Polish	animacy_adj	mBERT-rand-subw	first	56.59999999999999	60.9
mBERT	Polish	animacy_adj	mBERT-rand-subw	last	62.0	71.3
mBERT	Polish	animacy_noun		first	81.7	81.39303482587064
mBERT	Polish	animacy_noun		last	82.8	81.49253731343283
mBERT	Polish	animacy_noun	mBERT-char	first	54.3	46.81592039800995
mBERT	Polish	animacy_noun	mBERT-char	last	61.85	59.9502487562189
mBERT	Polish	animacy_noun	mBERT-rand-char	first	40.15	38.60696517412934
mBERT	Polish	animacy_noun	mBERT-rand-char	last	47.15	46.46766169154229
mBERT	Polish	animacy_noun	mBERT-rand-subw	first	47.2	42.189054726368155
mBERT	Polish	animacy_noun	mBERT-rand-subw	last	53.55	43.38308457711442
mBERT	Polish	aspect_adj		first	88.55	88.1
mBERT	Polish	aspect_adj		last	88.05	87.0
mBERT	Polish	aspect_adj	mBERT-char	first	78.9	74.6
mBERT	Polish	aspect_adj	mBERT-char	last	78.25	79.55
mBERT	Polish	aspect_adj	mBERT-rand-char	first	69.55	62.65
mBERT	Polish	aspect_adj	mBERT-rand-char	last	64.0	52.25
mBERT	Polish	aspect_adj	mBERT-rand-subw	first	70.95	67.1
mBERT	Polish	aspect_adj	mBERT-rand-subw	last	73.35	75.65
mBERT	Polish	aspect_verb		first	80.25	78.55
mBERT	Polish	aspect_verb		last	83.35	83.45
mBERT	Polish	aspect_verb	mBERT-char	first	73.65	72.05
mBERT	Polish	aspect_verb	mBERT-char	last	71.35	71.95
mBERT	Polish	aspect_verb	mBERT-rand-char	first	67.05	66.95
mBERT	Polish	aspect_verb	mBERT-rand-char	last	58.85	58.25
mBERT	Polish	aspect_verb	mBERT-rand-subw	first	66.75	66.55
mBERT	Polish	aspect_verb	mBERT-rand-subw	last	67.4	62.85
mBERT	Polish	case_adj		first	75.55	73.3
mBERT	Polish	case_adj		last	95.65	93.95
mBERT	Polish	case_adj	mBERT-char	first	63.9	61.0
mBERT	Polish	case_adj	mBERT-char	last	85.6	81.45
mBERT	Polish	case_adj	mBERT-rand-char	first	30.8	25.7
mBERT	Polish	case_adj	mBERT-rand-char	last	65.05	64.05
mBERT	Polish	case_adj	mBERT-rand-subw	first	28.9	26.4
mBERT	Polish	case_adj	mBERT-rand-subw	last	56.3	47.9
mBERT	Polish	case_propn		first	80.69306930693071	81.3
mBERT	Polish	case_propn		last	87.32673267326734	88.1
mBERT	Polish	case_propn	mBERT-char	first	64.5049504950495	65.75
mBERT	Polish	case_propn	mBERT-char	last	72.22772277227723	72.8
mBERT	Polish	case_propn	mBERT-rand-char	first	30.99009900990099	30.3
mBERT	Polish	case_propn	mBERT-rand-char	last	67.92079207920793	64.65
mBERT	Polish	case_propn	mBERT-rand-subw	first	37.37623762376238	31.75
mBERT	Polish	case_propn	mBERT-rand-subw	last	60.79207920792079	58.8
mBERT	Polish	gender_adj		first	60.14925373134328	60.49751243781094
mBERT	Polish	gender_adj		last	80.69651741293534	79.90049751243782
mBERT	Polish	gender_adj	mBERT-char	first	52.93532338308459	47.014925373134325
mBERT	Polish	gender_adj	mBERT-char	last	75.02487562189053	71.8905472636816
mBERT	Polish	gender_adj	mBERT-rand-char	first	36.56716417910447	32.88557213930348
mBERT	Polish	gender_adj	mBERT-rand-char	last	73.18407960199005	70.29850746268657
mBERT	Polish	gender_adj	mBERT-rand-subw	first	36.36815920398009	36.119402985074615
mBERT	Polish	gender_adj	mBERT-rand-subw	last	61.8905472636816	61.492537313432834
mBERT	Polish	gender_noun		first	74.97512437810943	77.4129353233831
mBERT	Polish	gender_noun		last	86.41791044776119	89.05472636815921
mBERT	Polish	gender_noun	mBERT-char	first	53.5820895522388	54.42786069651741
mBERT	Polish	gender_noun	mBERT-char	last	74.92537313432835	78.70646766169156
mBERT	Polish	gender_noun	mBERT-rand-char	first	42.83582089552239	38.50746268656715
mBERT	Polish	gender_noun	mBERT-rand-char	last	66.91542288557214	62.338308457711435
mBERT	Polish	gender_noun	mBERT-rand-subw	first	46.21890547263681	39.45273631840796
mBERT	Polish	gender_noun	mBERT-rand-subw	last	63.93034825870647	60.09950248756219
mBERT	Polish	gender_propn		first	76.91542288557214	75.2
mBERT	Polish	gender_propn		last	80.74626865671642	76.5
mBERT	Polish	gender_propn	mBERT-char	first	56.3681592039801	55.4
mBERT	Polish	gender_propn	mBERT-char	last	67.1641791044776	65.85
mBERT	Polish	gender_propn	mBERT-rand-char	first	42.985074626865675	39.65
mBERT	Polish	gender_propn	mBERT-rand-char	last	59.1542288557214	57.55
mBERT	Polish	gender_propn	mBERT-rand-subw	first	47.16417910447761	36.45
mBERT	Polish	gender_propn	mBERT-rand-subw	last	55.87064676616916	44.45
mBERT	Polish	gender_verb		first	86.91542288557214	85.72139303482588
mBERT	Polish	gender_verb		last	94.37810945273633	95.32338308457712
mBERT	Polish	gender_verb	mBERT-char	first	80.19900497512438	82.6865671641791
mBERT	Polish	gender_verb	mBERT-char	last	94.42786069651743	95.07462686567166
mBERT	Polish	gender_verb	mBERT-rand-char	first	43.18407960199004	40.29850746268656
mBERT	Polish	gender_verb	mBERT-rand-char	last	93.88059701492537	95.5223880597015
mBERT	Polish	gender_verb	mBERT-rand-subw	first	44.12935323383085	34.77611940298507
mBERT	Polish	gender_verb	mBERT-rand-subw	last	92.58706467661692	92.33830845771146
mBERT	Polish	mood_verb		first	93.1	89.1
mBERT	Polish	mood_verb		last	98.95	97.6
mBERT	Polish	mood_verb	mBERT-char	first	87.9	83.55
mBERT	Polish	mood_verb	mBERT-char	last	99.5	98.9
mBERT	Polish	mood_verb	mBERT-rand-char	first	77.3	71.85
mBERT	Polish	mood_verb	mBERT-rand-char	last	91.05	86.8
mBERT	Polish	mood_verb	mBERT-rand-subw	first	75.4	68.75
mBERT	Polish	mood_verb	mBERT-rand-subw	last	94.4	91.1
mBERT	Polish	number_adj		first	91.7	89.95
mBERT	Polish	number_adj		last	99.5	96.8
mBERT	Polish	number_adj	mBERT-char	first	71.7	76.65
mBERT	Polish	number_adj	mBERT-char	last	94.2	90.1
mBERT	Polish	number_adj	mBERT-rand-char	first	57.1	54.65
mBERT	Polish	number_adj	mBERT-rand-char	last	92.25	88.95
mBERT	Polish	number_adj	mBERT-rand-subw	first	54.5	50.1
mBERT	Polish	number_adj	mBERT-rand-subw	last	89.1	83.1
mBERT	Polish	number_noun		first	92.45	91.2
mBERT	Polish	number_noun		last	94.55	93.7
mBERT	Polish	number_noun	mBERT-char	first	74.2	71.15
mBERT	Polish	number_noun	mBERT-char	last	86.55	84.4
mBERT	Polish	number_noun	mBERT-rand-char	first	54.6	53.05
mBERT	Polish	number_noun	mBERT-rand-char	last	82.2	80.9
mBERT	Polish	number_noun	mBERT-rand-subw	first	56.3	54.8
mBERT	Polish	number_noun	mBERT-rand-subw	last	78.45	77.1
mBERT	Polish	number_verb		first	91.45	88.1
mBERT	Polish	number_verb		last	99.2	98.6
mBERT	Polish	number_verb	mBERT-char	first	81.65	76.45
mBERT	Polish	number_verb	mBERT-char	last	97.95	98.7
mBERT	Polish	number_verb	mBERT-rand-char	first	58.2	52.75
mBERT	Polish	number_verb	mBERT-rand-char	last	93.8	91.8
mBERT	Polish	number_verb	mBERT-rand-subw	first	56.95	51.8
mBERT	Polish	number_verb	mBERT-rand-subw	last	96.65	94.85
mBERT	Polish	person_verb		first	82.33830845771145	80.15
mBERT	Polish	person_verb		last	99.00497512437812	99.5
mBERT	Polish	person_verb	mBERT-char	first	71.044776119403	64.9
mBERT	Polish	person_verb	mBERT-char	last	98.40796019900496	98.5
mBERT	Polish	person_verb	mBERT-rand-char	first	43.03482587064676	38.95
mBERT	Polish	person_verb	mBERT-rand-char	last	95.22388059701493	94.05
mBERT	Polish	person_verb	mBERT-rand-subw	first	40.99502487562189	37.25
mBERT	Polish	person_verb	mBERT-rand-subw	last	97.81094527363184	92.65
mBERT	Polish	subgender_adj		first	91.55	87.55
mBERT	Polish	subgender_adj		last	95.75	92.8
mBERT	Polish	subgender_adj	mBERT-char	first	72.3	65.85
mBERT	Polish	subgender_adj	mBERT-char	last	77.55	71.35
mBERT	Polish	subgender_adj	mBERT-rand-char	first	62.4	59.45
mBERT	Polish	subgender_adj	mBERT-rand-char	last	70.35	65.85
mBERT	Polish	subgender_adj	mBERT-rand-subw	first	67.35	60.25
mBERT	Polish	subgender_adj	mBERT-rand-subw	last	69.8	62.85
mBERT	Polish	tense_verb		first	80.1492537313433	76.25
mBERT	Polish	tense_verb		last	86.61691542288557	83.0
mBERT	Polish	tense_verb	mBERT-char	first	72.43781094527364	70.2
mBERT	Polish	tense_verb	mBERT-char	last	83.43283582089552	80.15
mBERT	Polish	tense_verb	mBERT-rand-char	first	46.31840796019901	38.9
mBERT	Polish	tense_verb	mBERT-rand-char	last	64.27860696517413	60.85
mBERT	Polish	tense_verb	mBERT-rand-subw	first	47.51243781094527	38.35
mBERT	Polish	tense_verb	mBERT-rand-subw	last	72.08955223880596	67.25
mBERT	Polish	verbform_verb		first	81.45	79.8019801980198
mBERT	Polish	verbform_verb		last	90.3	91.23762376237624
mBERT	Polish	verbform_verb	mBERT-char	first	81.35	75.84158415841584
mBERT	Polish	verbform_verb	mBERT-char	last	89.5	87.57425742574257
mBERT	Polish	verbform_verb	mBERT-rand-char	first	36.85	35.84158415841584
mBERT	Polish	verbform_verb	mBERT-rand-char	last	81.8	78.16831683168317
mBERT	Polish	verbform_verb	mBERT-rand-subw	first	42.75	31.930693069306933
mBERT	Polish	verbform_verb	mBERT-rand-subw	last	84.0	85.3960396039604
mBERT	Polish	voice_adj		first	96.8	95.7
mBERT	Polish	voice_adj		last	100.0	97.05
mBERT	Polish	voice_adj	mBERT-char	first	84.45	80.2
mBERT	Polish	voice_adj	mBERT-char	last	98.8	94.65
mBERT	Polish	voice_adj	mBERT-rand-char	first	67.6	62.75
mBERT	Polish	voice_adj	mBERT-rand-char	last	67.45	56.85
mBERT	Polish	voice_adj	mBERT-rand-subw	first	68.25	67.1
mBERT	Polish	voice_adj	mBERT-rand-subw	last	88.5	87.7
mBERT	Portuguese	gender_noun		first	92.15	92.1
mBERT	Portuguese	gender_noun		last	97.75	97.9
mBERT	Portuguese	gender_noun	mBERT-char	first	81.25	75.1
mBERT	Portuguese	gender_noun	mBERT-char	last	87.35	90.3
mBERT	Portuguese	gender_noun	mBERT-rand-char	first	56.9	50.3
mBERT	Portuguese	gender_noun	mBERT-rand-char	last	74.2	72.8
mBERT	Portuguese	gender_noun	mBERT-rand-subw	first	59.3	53.75
mBERT	Portuguese	gender_noun	mBERT-rand-subw	last	71.85	66.9
mBERT	Portuguese	gender_propn		first	91.75	78.35
mBERT	Portuguese	gender_propn		last	89.9	72.6
mBERT	Portuguese	gender_propn	mBERT-char	first	81.4	65.2
mBERT	Portuguese	gender_propn	mBERT-char	last	74.3	59.2
mBERT	Portuguese	gender_propn	mBERT-rand-char	first	63.35	53.45
mBERT	Portuguese	gender_propn	mBERT-rand-char	last	75.15	61.35
mBERT	Portuguese	gender_propn	mBERT-rand-subw	first	67.25	49.05
mBERT	Portuguese	gender_propn	mBERT-rand-subw	last	66.05	55.35
mBERT	Portuguese	number_noun		first	97.95	96.5
mBERT	Portuguese	number_noun		last	100.0	98.4
mBERT	Portuguese	number_noun	mBERT-char	first	86.9	83.45
mBERT	Portuguese	number_noun	mBERT-char	last	99.55	97.5
mBERT	Portuguese	number_noun	mBERT-rand-char	first	55.8	52.25
mBERT	Portuguese	number_noun	mBERT-rand-char	last	99.95	97.9
mBERT	Portuguese	number_noun	mBERT-rand-subw	first	57.45	54.1
mBERT	Portuguese	number_noun	mBERT-rand-subw	last	87.1	84.85
mBERT	Portuguese	number_verb		first	97.55	97.3
mBERT	Portuguese	number_verb		last	99.5	99.5
mBERT	Portuguese	number_verb	mBERT-char	first	83.1	83.45
mBERT	Portuguese	number_verb	mBERT-char	last	99.0	99.5
mBERT	Portuguese	number_verb	mBERT-rand-char	first	63.7	49.85
mBERT	Portuguese	number_verb	mBERT-rand-char	last	98.5	98.5
mBERT	Portuguese	number_verb	mBERT-rand-subw	first	60.35	51.9
mBERT	Portuguese	number_verb	mBERT-rand-subw	last	97.35	96.3
mBERT	Romanian	definite_noun		first	88.4	86.6
mBERT	Romanian	definite_noun		last	97.7	93.95
mBERT	Romanian	definite_noun	mBERT-char	first	82.95	75.2
mBERT	Romanian	definite_noun	mBERT-char	last	98.35	92.55
mBERT	Romanian	definite_noun	mBERT-rand-char	first	58.8	49.55
mBERT	Romanian	definite_noun	mBERT-rand-char	last	78.25	75.2
mBERT	Romanian	definite_noun	mBERT-rand-subw	first	56.25	54.55
mBERT	Romanian	definite_noun	mBERT-rand-subw	last	85.35	77.95
mBERT	Romanian	gender_adj		first	92.75	91.2
mBERT	Romanian	gender_adj		last	99.0	97.05
mBERT	Romanian	gender_adj	mBERT-char	first	86.9	79.75
mBERT	Romanian	gender_adj	mBERT-char	last	99.2	96.45
mBERT	Romanian	gender_adj	mBERT-rand-char	first	57.25	51.05
mBERT	Romanian	gender_adj	mBERT-rand-char	last	98.0	96.2
mBERT	Romanian	gender_adj	mBERT-rand-subw	first	56.65	47.5
mBERT	Romanian	gender_adj	mBERT-rand-subw	last	88.95	86.3
mBERT	Romanian	gender_noun		first	90.0	88.35
mBERT	Romanian	gender_noun		last	97.9	94.45
mBERT	Romanian	gender_noun	mBERT-char	first	78.15	66.0
mBERT	Romanian	gender_noun	mBERT-char	last	93.65	92.8
mBERT	Romanian	gender_noun	mBERT-rand-char	first	55.9	49.4
mBERT	Romanian	gender_noun	mBERT-rand-char	last	85.3	84.2
mBERT	Romanian	gender_noun	mBERT-rand-subw	first	58.45	46.65
mBERT	Romanian	gender_noun	mBERT-rand-subw	last	78.45	74.85
mBERT	Romanian	mood_verb		first	79.45273631840796	74.97512437810946
mBERT	Romanian	mood_verb		last	87.66169154228855	79.9502487562189
mBERT	Romanian	mood_verb	mBERT-char	first	75.37313432835819	68.70646766169155
mBERT	Romanian	mood_verb	mBERT-char	last	84.5273631840796	79.0049751243781
mBERT	Romanian	mood_verb	mBERT-rand-char	first	54.129353233830855	48.60696517412934
mBERT	Romanian	mood_verb	mBERT-rand-char	last	63.53233830845771	63.08457711442786
mBERT	Romanian	mood_verb	mBERT-rand-subw	first	53.333333333333336	38.1094527363184
mBERT	Romanian	mood_verb	mBERT-rand-subw	last	75.22388059701493	67.4129353233831
mBERT	Romanian	number_adj		first	88.65	93.45
mBERT	Romanian	number_adj		last	96.05	97.6
mBERT	Romanian	number_adj	mBERT-char	first	86.55	80.05
mBERT	Romanian	number_adj	mBERT-char	last	96.55	97.0
mBERT	Romanian	number_adj	mBERT-rand-char	first	54.15	50.2
mBERT	Romanian	number_adj	mBERT-rand-char	last	94.4	96.3
mBERT	Romanian	number_adj	mBERT-rand-subw	first	56.15000000000001	54.3
mBERT	Romanian	number_adj	mBERT-rand-subw	last	86.45	85.8
mBERT	Romanian	number_noun		first	93.3	91.75
mBERT	Romanian	number_noun		last	97.25	97.5
mBERT	Romanian	number_noun	mBERT-char	first	70.45	62.85
mBERT	Romanian	number_noun	mBERT-char	last	95.15	93.9
mBERT	Romanian	number_noun	mBERT-rand-char	first	56.4	49.6
mBERT	Romanian	number_noun	mBERT-rand-char	last	82.1	82.8
mBERT	Romanian	number_noun	mBERT-rand-subw	first	50.05	50.95
mBERT	Romanian	number_noun	mBERT-rand-subw	last	86.3	81.8
mBERT	Romanian	number_verb		first	79.05	75.0
mBERT	Romanian	number_verb		last	93.25	90.35
mBERT	Romanian	number_verb	mBERT-char	first	70.2	65.2
mBERT	Romanian	number_verb	mBERT-char	last	93.2	88.1
mBERT	Romanian	number_verb	mBERT-rand-char	first	55.65	52.9
mBERT	Romanian	number_verb	mBERT-rand-char	last	70.55	67.95
mBERT	Romanian	number_verb	mBERT-rand-subw	first	51.7	50.85
mBERT	Romanian	number_verb	mBERT-rand-subw	last	83.4	79.1
mBERT	Romanian	person_verb		first	74.7	65.97014925373134
mBERT	Romanian	person_verb		last	90.3	86.11940298507463
mBERT	Romanian	person_verb	mBERT-char	first	75.55	64.52736318407962
mBERT	Romanian	person_verb	mBERT-char	last	89.75	85.67164179104479
mBERT	Romanian	person_verb	mBERT-rand-char	first	46.2	34.427860696517406
mBERT	Romanian	person_verb	mBERT-rand-char	last	81.3	83.98009950248756
mBERT	Romanian	person_verb	mBERT-rand-subw	first	43.65	34.179104477611936
mBERT	Romanian	person_verb	mBERT-rand-subw	last	77.8	75.97014925373135
mBERT	Romanian	tense_verb		first	68.86138613861385	63.9
mBERT	Romanian	tense_verb		last	92.62376237623764	89.4
mBERT	Romanian	tense_verb	mBERT-char	first	69.7029702970297	64.9
mBERT	Romanian	tense_verb	mBERT-char	last	92.37623762376236	84.15
mBERT	Romanian	tense_verb	mBERT-rand-char	first	32.32673267326733	27.4
mBERT	Romanian	tense_verb	mBERT-rand-char	last	70.54455445544554	62.05
mBERT	Romanian	tense_verb	mBERT-rand-subw	first	37.524752475247524	29.15
mBERT	Romanian	tense_verb	mBERT-rand-subw	last	78.26732673267327	73.25
mBERT	Romanian	verbform_verb		first	89.95	79.9
mBERT	Romanian	verbform_verb		last	96.75	90.6
mBERT	Romanian	verbform_verb	mBERT-char	first	77.15	73.2
mBERT	Romanian	verbform_verb	mBERT-char	last	92.1	86.05
mBERT	Romanian	verbform_verb	mBERT-rand-char	first	30.3	28.5
mBERT	Romanian	verbform_verb	mBERT-rand-char	last	72.0	70.2
mBERT	Romanian	verbform_verb	mBERT-rand-subw	first	30.9	23.65
mBERT	Romanian	verbform_verb	mBERT-rand-subw	last	72.25	72.25
mBERT	Russian	animacy_adj		first	93.35	90.0
mBERT	Russian	animacy_adj		last	94.9	95.65
mBERT	Russian	animacy_adj	mBERT-char	first	72.0	66.75
mBERT	Russian	animacy_adj	mBERT-char	last	76.95	72.3
mBERT	Russian	animacy_adj	mBERT-rand-char	first	63.5	50.35
mBERT	Russian	animacy_adj	mBERT-rand-char	last	72.15	65.65
mBERT	Russian	animacy_adj	mBERT-rand-subw	first	63.7	50.05
mBERT	Russian	animacy_adj	mBERT-rand-subw	last	68.9	59.15
mBERT	Russian	animacy_noun		first	88.8	87.2
mBERT	Russian	animacy_noun		last	90.5	89.9
mBERT	Russian	animacy_noun	mBERT-char	first	62.05	56.54999999999999
mBERT	Russian	animacy_noun	mBERT-char	last	74.95	70.15
mBERT	Russian	animacy_noun	mBERT-rand-char	first	59.85	50.7
mBERT	Russian	animacy_noun	mBERT-rand-char	last	61.55	58.0
mBERT	Russian	animacy_noun	mBERT-rand-subw	first	54.25	48.75
mBERT	Russian	animacy_noun	mBERT-rand-subw	last	58.1	58.6
mBERT	Russian	animacy_propn		first	91.95	92.6
mBERT	Russian	animacy_propn		last	93.9	93.9
mBERT	Russian	animacy_propn	mBERT-char	first	80.8	77.0
mBERT	Russian	animacy_propn	mBERT-char	last	82.3	79.45
mBERT	Russian	animacy_propn	mBERT-rand-char	first	58.7	55.45
mBERT	Russian	animacy_propn	mBERT-rand-char	last	71.15	63.85
mBERT	Russian	animacy_propn	mBERT-rand-subw	first	60.55	56.25
mBERT	Russian	animacy_propn	mBERT-rand-subw	last	62.3	64.0
mBERT	Russian	aspect_verb		first	78.9	77.75
mBERT	Russian	aspect_verb		last	89.1	83.25
mBERT	Russian	aspect_verb	mBERT-char	first	73.8	62.35
mBERT	Russian	aspect_verb	mBERT-char	last	77.85	73.75
mBERT	Russian	aspect_verb	mBERT-rand-char	first	61.3	59.6
mBERT	Russian	aspect_verb	mBERT-rand-char	last	65.2	61.1
mBERT	Russian	aspect_verb	mBERT-rand-subw	first	67.0	55.15
mBERT	Russian	aspect_verb	mBERT-rand-subw	last	70.1	67.25
mBERT	Russian	case_adj		first	77.30392156862746	75.04901960784314
mBERT	Russian	case_adj		last	93.87254901960785	91.56862745098037
mBERT	Russian	case_adj	mBERT-char	first	55.53921568627451	57.64705882352941
mBERT	Russian	case_adj	mBERT-char	last	81.86274509803921	81.47058823529412
mBERT	Russian	case_adj	mBERT-rand-char	first	23.13725490196078	23.08823529411764
mBERT	Russian	case_adj	mBERT-rand-char	last	62.64705882352941	53.38235294117648
mBERT	Russian	case_adj	mBERT-rand-subw	first	25.7843137254902	25.882352941176464
mBERT	Russian	case_adj	mBERT-rand-subw	last	64.16666666666667	62.30392156862746
mBERT	Russian	case_noun		first	80.29411764705881	74.90196078431373
mBERT	Russian	case_noun		last	94.6078431372549	89.26470588235296
mBERT	Russian	case_noun	mBERT-char	first	61.81372549019608	48.28431372549019
mBERT	Russian	case_noun	mBERT-char	last	82.00980392156863	68.92156862745097
mBERT	Russian	case_noun	mBERT-rand-char	first	24.80392156862745	22.59803921568627
mBERT	Russian	case_noun	mBERT-rand-char	last	56.47058823529412	52.40196078431372
mBERT	Russian	case_noun	mBERT-rand-subw	first	26.470588235294116	21.519607843137248
mBERT	Russian	case_noun	mBERT-rand-subw	last	60.98039215686274	51.5686274509804
mBERT	Russian	case_propn		first	77.89215686274511	74.16666666666667
mBERT	Russian	case_propn		last	81.81372549019608	85.98039215686273
mBERT	Russian	case_propn	mBERT-char	first	53.33333333333333	55.588235294117645
mBERT	Russian	case_propn	mBERT-char	last	63.872549019607845	66.91176470588235
mBERT	Russian	case_propn	mBERT-rand-char	first	22.499999999999996	18.823529411764703
mBERT	Russian	case_propn	mBERT-rand-char	last	55.93137254901961	56.66666666666667
mBERT	Russian	case_propn	mBERT-rand-subw	first	24.999999999999993	19.16666666666666
mBERT	Russian	case_propn	mBERT-rand-subw	last	44.117647058823536	51.47058823529412
mBERT	Russian	case_verb		first	73.08823529411764	67.64705882352942
mBERT	Russian	case_verb		last	93.4313725490196	91.37254901960782
mBERT	Russian	case_verb	mBERT-char	first	55.88235294117648	50.14705882352941
mBERT	Russian	case_verb	mBERT-char	last	77.99019607843137	71.22549019607843
mBERT	Russian	case_verb	mBERT-rand-char	first	19.70588235294117	17.352941176470587
mBERT	Russian	case_verb	mBERT-rand-char	last	52.99019607843137	51.32352941176471
mBERT	Russian	case_verb	mBERT-rand-subw	first	22.549019607843128	19.16666666666666
mBERT	Russian	case_verb	mBERT-rand-subw	last	66.71568627450979	56.02941176470588
mBERT	Russian	gender_adj		first	73.43283582089552	68.55721393034824
mBERT	Russian	gender_adj		last	92.7363184079602	91.24378109452736
mBERT	Russian	gender_adj	mBERT-char	first	58.855721393034834	53.78109452736319
mBERT	Russian	gender_adj	mBERT-char	last	88.80597014925374	85.5721393034826
mBERT	Russian	gender_adj	mBERT-rand-char	first	40.74626865671642	34.37810945273632
mBERT	Russian	gender_adj	mBERT-rand-char	last	72.33830845771142	69.60199004975124
mBERT	Russian	gender_adj	mBERT-rand-subw	first	34.22885572139303	37.51243781094528
mBERT	Russian	gender_adj	mBERT-rand-subw	last	78.30845771144278	80.19900497512438
mBERT	Russian	gender_noun		first	80.1492537313433	74.77611940298506
mBERT	Russian	gender_noun		last	89.40298507462687	87.76119402985076
mBERT	Russian	gender_noun	mBERT-char	first	55.373134328358205	46.96517412935323
mBERT	Russian	gender_noun	mBERT-char	last	79.20398009950249	73.93034825870646
mBERT	Russian	gender_noun	mBERT-rand-char	first	42.58706467661692	35.57213930348259
mBERT	Russian	gender_noun	mBERT-rand-char	last	65.3233830845771	54.32835820895523
mBERT	Russian	gender_noun	mBERT-rand-subw	first	43.08457711442786	36.4179104477612
mBERT	Russian	gender_noun	mBERT-rand-subw	last	56.069651741293534	53.5820895522388
mBERT	Russian	gender_propn		first	82.08955223880598	66.26865671641791
mBERT	Russian	gender_propn		last	83.48258706467661	79.40298507462687
mBERT	Russian	gender_propn	mBERT-char	first	57.2636815920398	43.88059701492537
mBERT	Russian	gender_propn	mBERT-char	last	73.28358208955224	59.651741293532325
mBERT	Russian	gender_propn	mBERT-rand-char	first	47.56218905472637	32.43781094527363
mBERT	Russian	gender_propn	mBERT-rand-char	last	62.636815920398	50.64676616915423
mBERT	Russian	gender_propn	mBERT-rand-subw	first	48.208955223880594	39.004975124378106
mBERT	Russian	gender_propn	mBERT-rand-subw	last	53.6318407960199	47.01492537313433
mBERT	Russian	gender_verb		first	85.97014925373135	76.91542288557214
mBERT	Russian	gender_verb		last	98.50746268656715	93.18407960199006
